,
Company,Market Cap (Cr)
Gujarat Narmada Valley Fertilizers & Chemicals Ltd.,"6,122"
EPL Ltd.,"6,116"
Happiest Minds Technologies Ltd.,"6,109"
Garware Technical Fibres Ltd.,"6,084"
Dodla Dairy Ltd.,"6,083"
Inox Green Energy Services Ltd.,"6,037"
MOIL Ltd.,"6,023"
Borosil Renewables Ltd.,"5,994"
Mishra Dhatu Nigam Ltd.,"5,979"
SML Mahindra Ltd.,"5,959"
Shreeji Shipping Global Ltd.,"5,906"
India Glycols Ltd.,"5,904"
Aarti Pharmalabs Ltd.,"5,904"
Ethos Ltd.,"5,870"
Galaxy Surfactants Ltd.,"5,850"
Aditya Vision Ltd.,"5,837"
Thyrocare Technologies Ltd.,"5,831"
RateGain Travel Technologies Ltd.,"5,829"
Praj Industries Ltd.,"5,827"
Jai Balaji Industries Ltd.,"5,817"
Sri Lotus Developers and Realty Ltd.,"5,800"
JK Paper Ltd.,"5,745"
Hindustan Foods Ltd.,"5,700"
Precision Wires India Ltd.,"5,683"
Sheela Foam Ltd.,"5,672"
Kwality Wall's (India) Ltd.,"5,672"
Tanla Platforms Ltd.,"5,661"
Mrs. Bectors Food Specialities Ltd.,"5,644"
Latent View Analytics Ltd.,"5,628"
DCB Bank Ltd.,"5,614"
LG Balakrishnan & Bros Ltd.,"5,612"
SG Mart Ltd.,"5,588"
Lloyds Engineering Works Ltd.,"5,569"
Ajax Engineering Ltd.,"5,564"
Suprajit Engineering Ltd.,"5,562"
Kingfa Science & Technology (India) Ltd.,"5,559"
FDC Ltd.,"5,558"
KRN Heat Exchanger and Refrigeration Ltd.,"5,544"
Greenlam Industries Ltd.,"5,481"
Valor Estate Ltd.,"5,454"
Balu Forge Industries Ltd.,"5,452"
Symphony Ltd.,"5,394"
Arvind Fashions Ltd.,"5,393"
Nephrocare Health Services Ltd.,"5,380"
Gokul Agro Resources Ltd.,"5,374"
Mas Financial Services Ltd.,"5,367"
Pilani Investment and Industries Corporation Ltd.,"5,352"
Sky Gold and Diamonds Ltd.,"5,306"
FIEM Industries Ltd.,"5,306"
Piccadily Agro Industries Ltd.,"5,293"
Mahindra Holidays & Resorts India Ltd.,"5,240"
Sapphire Foods India Ltd.,"5,219"
Shree Renuka Sugars Ltd.,"5,215"
Wakefit Innovations Ltd.,"5,176"
Raymond Lifestyle Ltd.,"5,149"
Paras Defence and Space Technologies Ltd.,"5,137"
SJS Enterprises Ltd.,"5,110"
ICRA Ltd.,"5,058"
Fedbank Financial Services Ltd.,"5,056"
Ganesh Housing Ltd.,"5,028"
Ion Exchange (India) Ltd.,"5,013"
Technocraft Industries (India) Ltd.,"5,001"
Ahluwalia Contracts (India) Ltd.,"4,927"
PTC India Ltd.,"4,898"
PNC Infratech Ltd.,"4,872"
Entero Healthcare Solutions Ltd.,"4,831"
Senco Gold Ltd.,"4,825"
Jamna Auto Industries Ltd.,"4,800"
Network18 Media & Investments Ltd.,"4,794"
Rallis India Ltd.,"4,773"
Thomas Cook (India) Ltd.,"4,771"
Lumax Industries Ltd.,"4,768"
Canara Robeco Asset Management Company Ltd.,"4,766"
E2E Networks Ltd.,"4,766"
C.E. Info Systems Ltd.,"4,755"
Saatvik Green Energy Ltd.,"4,735"
Ceigall India Ltd.,"4,720"
Ashapura Minechem Ltd.,"4,718"
Supriya Lifescience Ltd.,"4,713"
Keystone Realtors Ltd.,"4,707"
CMS Info Systems Ltd.,"4,694"
VIP Industries Ltd.,"4,669"
Bajaj Consumer Care Ltd.,"4,666"
Smartworks Coworking Spaces Ltd.,"4,649"
Indo Count Industries Ltd.,"4,646"
CARE Ratings Ltd.,"4,641"
Electrosteel Castings Ltd.,"4,635"
Juniper Hotels Ltd.,"4,621"
Gulf Oil Lubricants India Ltd.,"4,579"
Sunteck Realty Ltd.,"4,570"
Surya Roshni Ltd.,"4,560"
Sharda Motor Industries Ltd.,"4,559"
RattanIndia Power Ltd.,"4,543"
Midwest Ltd.,"4,536"
Bannari Amman Sugars Ltd.,"4,535"
Shilchar Technologies Ltd.,"4,530"
Mastek Ltd.,"4,516"
Aurionpro Solutions Ltd.,"4,509"
AvenuesAI Ltd.,"4,499"
VST Tillers Tractors Ltd.,"4,499"
Subros Ltd.,"4,482"
TVS Supply Chain Solutions Ltd.,"4,478"
GNG Electronics Ltd.,"4,458"
Chemplast Sanmar Ltd.,"4,447"
Just Dial Ltd.,"4,424"
Dhanuka Agritech Ltd.,"4,396"
Swaraj Engines Ltd.,"4,368"
Puravankara Ltd.,"4,344"
Centum Electronics Ltd.,"4,321"
Gokaldas Exports Ltd.,"4,283"
VRL Logistics Ltd.,"4,261"
Jindal Poly Films Ltd.,"4,191"
Datamatics Global Services Ltd.,"4,114"
Responsive Industries Ltd.,"4,107"
Hindustan Construction Company Ltd.,"4,081"
Sterling and Wilson Renewable Energy Ltd.,"4,080"
V-Mart Retail Ltd.,"4,077"
Kaveri Seed Company Ltd.,"4,075"
GHCL Ltd.,"4,070"
Unimech Aerospace and Manufacturing Ltd.,"4,069"
IFB Industries Ltd.,"4,030"
Foseco India Ltd.,"4,020"
Capillary Technologies India Ltd.,"4,018"
Skipper Ltd.,"4,017"
GMM Pfaudler Ltd.,"3,987"
Hemisphere Properties India Ltd.,"3,984"
Sunflag Iron & Steel Company Ltd.,"3,975"
Bansal Wire Industries Ltd.,"3,957"
Bajaj Electricals Ltd.,"3,949"
Innova Captab Ltd.,"3,939"
NIIT Learning Systems Ltd.,"3,934"
SIS Ltd.,"3,913"
Madhya Bharat Agro Products Ltd.,"3,887"
Zota Healthcare Ltd.,"3,868"
Sun Pharma Advanced Research Company Ltd.,"3,785"
Seshaasai Technologies Ltd.,"3,770"
DB Corp Ltd.,"3,761"
RattanIndia Enterprises Ltd.,"3,758"
J Kumar Infraprojects Ltd.,"3,756"
Sindhu Trade Links Ltd.,"3,755"
Stylam Industries Ltd.,"3,754"
Knowledge Marine & Engineering Works Ltd.,"3,742"
TARC Ltd.,"3,738"
Man Infraconstruction Ltd.,"3,730"
PDS Ltd.,"3,729"
Jana Small Finance Bank Ltd.,"3,728"
Rain Industries Ltd.,"3,727"
AGI Infra Ltd.,"3,724"
Texmaco Rail & Engineering Ltd.,"3,723"
Gujarat Alkalies & Chemicals Ltd.,"3,685"
VST Industries Ltd.,"3,679"
Epigral Ltd.,"3,678"
Indraprastha Medical Corporation Ltd.,"3,663"
Northern Arc Capital Ltd.,"3,661"
India Tourism Development Corporation Ltd.,"3,658"
Pace Digitek Ltd.,"3,633"
Mahindra Logistics Ltd.,"3,628"
Artemis Medicare Services Ltd.,"3,621"
Oswal Pumps Ltd.,"3,611"
Indigo Paints Ltd.,"3,597"
Crizac Ltd.,"3,587"
Restaurant Brands Asia Ltd.,"3,587"
Suven Life Sciences Ltd.,"3,582"
Orient Electric Ltd.,"3,582"
Neogen Chemicals Ltd.,"3,573"
Electronics Mart India Ltd.,"3,561"
JTEKT India Ltd.,"3,551"
Seamec Ltd.,"3,537"
Bosch Home Comfort India Ltd.,"3,526"
TruAlt Bioenergy Ltd.,"3,491"
Styrenix Performance Materials Ltd.,"3,487"
Gopal Snacks Ltd.,"3,483"
Avantel Ltd.,"3,455"
Vaibhav Global Ltd.,"3,447"
Senores Pharmaceuticals Ltd.,"3,447"
Goodluck India Ltd.,"3,440"
Vishnu Chemicals Ltd.,"3,439"
National Fertilizers Ltd.,"3,423"
Shanthi Gears Ltd.,"3,420"
Balaji Amines Ltd.,"3,415"
Heidelberg Cement India Ltd.,"3,408"
Goldiam International Ltd.,"3,376"
SMS Pharmaceuticals Ltd.,"3,375"
Samhi Hotels Ltd.,"3,369"
eMudhra Ltd.,"3,362"
Wonderla Holidays Ltd.,"3,351"
Laxmi Organic Industries Ltd.,"3,334"
KNR Constructions Ltd.,"3,322"
Vadilal Industries Ltd.,"3,317"
Ramky Infrastructure Ltd.,"3,308"
Indo Thai Securities Ltd.,"3,285"
Indiqube Spaces Ltd.,"3,274"
Flair Writing Industries Ltd,"3,273"
The Anup Engineering Ltd.,"3,269"
Rolex Rings Ltd.,"3,268"
AGI Greenpac Ltd.,"3,266"
NACL Industries Ltd.,"3,250"
MosChip Technologies Ltd.,"3,247"
Kitex Garments Ltd.,"3,235"
GRM Overseas Ltd.,"3,230"
Shoppers Stop Ltd.,"3,204"
Ashoka Buildcon Ltd.,"3,202"
Sanathan Textiles Ltd.,"3,195"
Reliance Infrastructure Ltd.,"3,171"
Indostar Capital Finance Ltd.,"3,166"
Uflex Ltd.,"3,160"
Greaves Cotton Ltd.,"3,160"
HG Infra Engineering Ltd.,"3,152"
Harsha Engineers International Ltd.,"3,147"
Paisalo Digital Ltd.,"3,127"
R Systems International Ltd.,"3,117"
Aarti Drugs Ltd.,"3,114"
Aeroflex Industries Ltd.,"3,092"
Advanced Enzyme Technologies Ltd.,"3,071"
Tourism Finance Corporation of India Ltd.,"3,056"
Gujarat Themis Biosyn Ltd.,"3,048"
Ashiana Housing Ltd.,"3,046"
Sigma Advanced Systems Ltd.,"3,045"
RPG Life Sciences Ltd.,"3,044"
Route Mobile Ltd.,"3,032"
Omnitech Engineering Ltd.,"3,028"
Pondy Oxides & Chemicals Ltd.,"3,002"
Anand Rathi Share & Stock Brokers Ltd.,"2,991"
Optiemus Infracom Ltd.,"2,983"
Cigniti Technologies Ltd.,"2,983"
Pitti Engineering Ltd.,"2,969"
Websol Energy Systems Ltd.,"2,959"
Gufic BioSciences Ltd.,"2,958"
Krishana Phoschem Ltd.,"2,956"
GE Power India Ltd.,"2,953"
MSTC Ltd.,"2,947"
Raghav Productivity Enhancers Ltd.,"2,941"
Interarch Building Solutions Ltd.,"2,939"
Heritage Foods Ltd.,"2,909"
Ram Ratna Wires Ltd.,"2,904"
Kirloskar Industries Ltd.,"2,899"
Kalyani Steels Ltd.,"2,894"
Sandhar Technologies Ltd.,"2,891"
Sundaram-Clayton Ltd.,"2,888"
Kolte-Patil Developers Ltd.,"2,885"
West Coast Paper Mills Ltd.,"2,881"
Steel Strips Wheels Ltd.,"2,877"
Rajesh Exports Ltd.,"2,864"
Zaggle Prepaid Ocean Services Ltd.,"2,861"
Navneet Education Ltd.,"2,857"
Raymond Realty Ltd.,"2,842"
KSH International Ltd.,"2,836"
Man Industries (India) Ltd.,"2,827"
Nalwa Sons Investments Ltd.,"2,809"
Balmer Lawrie & Company Ltd.,"2,799"
Marathon Nextgen Realty Ltd.,"2,799"
Ellenbarrie Industrial Gases Ltd.,"2,797"
KDDL Ltd.,"2,792"
Lux Industries Ltd.,"2,791"
Refex Industries Ltd.,"2,789"
Hubtown Ltd.,"2,778"
Share India Securities Ltd.,"2,770"
Orient Cement Ltd.,"2,758"
EFC (I) Ltd.,"2,754"
TVS Srichakra Ltd.,"2,747"
Sambhv Steel Tubes Ltd.,"2,735"
Tatva Chintan Pharma Chem Ltd.,"2,733"
Borosil Ltd.,"2,728"
Polyplex Corporation Ltd.,"2,726"
Rossell Techsys Ltd.,"2,721"
Quess Corp Ltd.,"2,698"
Kewal Kiran Clothing Ltd.,"2,681"
Prince Pipes & Fittings Ltd.,"2,674"
Hind Rectifiers Ltd.,"2,672"
Enviro Infra Engineers Ltd.,"2,667"
Orchid Pharma Ltd.,"2,650"
Maithan Alloys Ltd.,"2,648"
Bharat Bijlee Ltd.,"2,634"
Pokarna Ltd.,"2,614"
PSP Projects Ltd.,"2,610"
Aye Finance Ltd.,"2,598"
Globus Spirits Ltd.,"2,597"
MPS Ltd.,"2,589"
Jubilant Agri and Consumer Products Ltd.,"2,577"
Fineotex Chemical Ltd.,"2,572"
Dishman Carbogen Amcis Ltd.,"2,557"
Muthoot Microfin Ltd.,"2,545"
63 Moons Technologies Ltd.,"2,540"
Easy Trip Planners Ltd.,"2,531"
Automotive Axles Ltd.,"2,525"
Raymond Ltd.,"2,518"
Parag Milk Foods Ltd.,"2,511"
Carraro India Ltd.,"2,503"
Dalmia Bharat Sugar and Industries Ltd.,"2,499"
Deep Industries Ltd.,"2,490"
Dredging Corporation Of India Ltd.,"2,489"
Greenply Industries Ltd.,"2,488"
Patel Engineering Ltd.,"2,483"
Wheels India Ltd.,"2,456"
Sirca Paints India Ltd.,"2,444"
Marine Electricals (India) Ltd.,"2,442"
Arvind SmartSpaces Ltd.,"2,442"
NRB Bearings Ltd.,"2,433"
Medi Assist Healthcare Services Ltd.,"2,425"
Ddev Plastiks Industries Ltd.,"2,425"
Cyient DLM Ltd.,"2,418"
Bhagiradha Chemicals & Industries Ltd.,"2,396"
NOCIL Ltd.,"2,391"
Premier Explosives Ltd.,"2,389"
Greenpanel Industries Ltd.,"2,386"
Ravindra Energy Ltd.,"2,385"
Standard Engineering Technology Ltd.,"2,375"
Apeejay Surrendra Park Hotels Ltd.,"2,365"
Steel Cast Ltd.,"2,363"
Marsons Ltd.,"2,362"
Savita Oil Technologies Ltd.,"2,348"
Xpro India Ltd.,"2,347"
Sundrop Brands Ltd.,"2,345"
Camlin Fine Sciences Ltd.,"2,343"
Shivalik Bimetal Controls Ltd.,"2,339"
Universal Cables Ltd.,"2,337"
Veedol Corporation Ltd.,"2,337"
Jash Engineering Ltd.,"2,334"
D P Abhushan Ltd.,"2,333"
G M Breweries Ltd.,"2,330"
Rossari Biotech Ltd.,"2,329"
Indiabulls Ltd.,"2,329"
Fischer Medical Ventures Ltd.,"2,318"
Mangalam Cement Ltd.,"2,310"
Metropolis Healthcare Ltd.,"2,296"
Kiri Industries Ltd.,"2,289"
Imagicaaworld Entertainment Ltd.,"2,287"
Euro Pratik Sales Ltd.,"2,283"
Brigade Hotel Ventures Ltd.,"2,282"
Sagar Cements Ltd.,"2,277"
EPACK Durables Ltd.,"2,271"
Rashi Peripherals Ltd.,"2,266"
Network People Services Technologies Ltd.,"2,256"
Shankara Buildpro Ltd.,"2,253"
Vardhman Special Steels Ltd.,"2,251"
Carysil Ltd.,"2,251"
Bliss GVS Pharma Ltd.,"2,248"
Ramco Industries Ltd.,"2,238"
Spectrum Electrical Industries Ltd.,"2,236"
Repco Home Finance Ltd.,"2,235"
Ganesha Ecosphere Ltd.,"2,222"
Mayur Uniquoters Ltd.,"2,218"
Unichem Laboratories Ltd.,"2,216"
Prakash Industries Ltd.,"2,214"
Prataap Snacks Ltd.,"2,209"
Jain Irrigation Systems Ltd.,"2,205"
IOL Chemicals and Pharmaceuticals Ltd.,"2,199"
Insolation Energy Ltd,"2,194"
Sangam (India) Ltd.,"2,193"
TCPL Packaging Ltd.,"2,187"
Siyaram Silk Mills Ltd.,"2,179"
The Orissa Minerals Development Company Ltd.,"2,179"
Prabha Energy Ltd.,"2,173"
Nucleus Software Exports Ltd.,"2,172"
Bombay Dyeing & Manufacturing Company Ltd.,"2,166"
Ajmera Realty & Infra India Ltd.,"2,165"
BGR Energy Systems Ltd.,"2,165"
Sanghvi Movers Ltd.,"2,159"
Thirumalai Chemicals Ltd.,"2,141"
Bhansali Engineering Polymers Ltd.,"2,141"
SG Finserve Ltd.,"2,140"
GK Energy Ltd.,"2,139"
Utkarsh Small Finance Bank Ltd.,"2,139"
Bharat Rasayan Ltd.,"2,136"
Protean eGov Technologies Ltd.,"2,134"
Federal-Mogul Goetze (India) Ltd.,"2,128"
Monarch Networth Capital Ltd.,"2,120"
Eveready Industries India Ltd.,"2,117"
Jindal Worldwide Ltd.,"2,115"
Fusion Finance Ltd.,"2,115"
Divgi Torqtransfer Systems Ltd.,"2,104"
Uniparts India Ltd.,"2,102"
Gujarat Industries Power Company Ltd.,"2,090"
Hikal Ltd.,"2,085"
Nitin Spinners Ltd.,"2,079"
La Opala RG Ltd.,"2,079"
Bajaj Hindusthan Sugar Ltd.,"2,078"
Morepen Laboratories Ltd.,"2,071"
Honda India Power Products Ltd.,"2,068"
Mufin Green Finance Ltd.,"2,055"
M M Forgings Ltd.,"2,052"
Cantabil Retail India Ltd.,"2,051"
Alembic Ltd.,"2,049"
Panacea Biotec Ltd.,"2,046"
TeamLease Services Ltd.,"2,043"
Windsor Machines Ltd.,"2,038"
Venus Pipes & Tubes Ltd.,"2,033"
HLE Glascoat Ltd.,"2,027"
Rane (Madras) Ltd.,"2,024"
RPSG Ventures Ltd.,"2,024"
JTL Industries Ltd.,"2,015"
Rhetan TMT Ltd.,"2,003"
ADF Foods Ltd.,"1,990"
Solara Active Pharma Sciences Ltd.,"1,989"
Ujaas Energy Ltd.,"1,977"
Pix Transmissions Ltd.,"1,976"
Kalyani Investment Company Ltd.,"1,968"
Awfis Space Solutions Ltd,"1,950"
Capacit'e Infraprojects Ltd.,"1,945"
Taj GVK Hotels & Resorts Ltd.,"1,937"
Arkade Developers Ltd.,"1,935"
Shipping Corporation of India Land And Assets Ltd.,"1,933"
Krsnaa Diagnostics Ltd.,"1,933"
Pennar Industries Ltd.,"1,927"
Studds Accessories Ltd.,"1,918"
Vimta Labs Ltd.,"1,916"
Rajratan Global Wire Ltd.,"1,913"
DEE Development Engineers Ltd.,"1,902"
TCI Express Ltd.,"1,902"
Jai Corp Ltd.,"1,901"
K P Energy Ltd.,"1,893"
Shringar House of Mangalsutra Ltd.,"1,889"
Antelopus Selan Energy Ltd.,"1,886"
Bajel Projects Ltd.,"1,885"
Vintage Coffee And Beverages Ltd.,"1,884"
Nitco Ltd.,"1,870"
EIH Associated Hotels Ltd.,"1,870"
DCX Systems Ltd.,"1,862"
HPL Electric & Power Ltd.,"1,859"
ideaForge Technology Ltd.,"1,849"
Venky's (India) Ltd.,"1,848"
Baazar Style Retail Ltd.,"1,846"
Mukand Ltd.,"1,838"
Nilkamal Ltd.,"1,828"
Wonder Electricals Ltd.,"1,821"
Brightcom Group Ltd.,"1,817"
KCP Ltd.,"1,809"
S P Apparels Ltd.,"1,805"
Asian Granito India Ltd.,"1,805"
Apcotex Industries Ltd.,"1,790"
S H Kelkar & Company Ltd.,"1,783"
Filatex India Ltd.,"1,782"
Accelya Solutions India Ltd.,"1,777"
PTC India Financial Services Ltd.,"1,773"
Advait Energy Transitions Ltd.,"1,767"
Tasty Bite Eatables Ltd.,"1,759"
Hathway Cable & Datacom Ltd.,"1,758"
Indoco Remedies Ltd.,"1,753"
Apollo Pipes Ltd.,"1,751"
Yasho Industries Ltd.,"1,745"
Hindustan Oil Exploration Company Ltd.,"1,730"
TCC Concept Ltd.,"1,727"
Mold-Tek Packaging Ltd.,"1,718"
Indian Hume Pipe Company Ltd.,"1,717"
Thejo Engineering Ltd.,"1,713"
Hinduja Global Solutions Ltd.,"1,705"
Hindware Home Innovation Ltd.,"1,702"
MSP Steel & Power Ltd.,"1,702"
EMS Ltd.,"1,695"
Sasken Technologies Ltd.,"1,694"
India Nippon Electricals Ltd.,"1,688"
Summit Securities Ltd.,"1,683"
Spandana Sphoorty Financial Ltd.,"1,682"
Stove Kraft Ltd.,"1,680"
Ceinsys Tech Ltd.,"1,670"
Insecticides (India) Ltd.,"1,670"
Aqylon Nexus Ltd.,"1,657"
Cosmo First Ltd.,"1,654"
Seshasayee Paper & Boards Ltd.,"1,652"
GNA Axles Ltd.,"1,650"
NDR Auto Components Ltd.,"1,641"
Yatra Online Ltd.,"1,640"
Kernex Microsystems (India) Ltd.,"1,638"
Satin Creditcare Network Ltd.,"1,637"
Geojit Financial Services Ltd.,"1,628"
Oriental Hotels Ltd.,"1,624"
Godavari Biorefineries Ltd.,"1,623"
Jaykay Enterprises Ltd.,"1,619"
Indosolar Ltd.,"1,602"
India Pesticides Ltd.,"1,594"
BF Utilities Ltd.,"1,593"
Panama Petrochem Ltd.,"1,591"
Sumeet Industries Ltd.,"1,591"
Saksoft Ltd.,"1,589"
Vikran Engineering Ltd.,"1,587"
Mahanagar Telephone Nigam Ltd.,"1,581"
Somany Ceramics Ltd.,"1,578"
Pashupati Cotspin Ltd.,"1,575"
Arman Financial Services Ltd.,"1,571"
Servotech Renewable Power System Ltd.,"1,571"
M & B Engineering Ltd.,"1,565"
Hi-Tech Pipes Ltd.,"1,560"
Silver Touch Technologies Ltd.,"1,557"
Algoquant Fintech Ltd.,"1,556"
Som Distilleries & Breweries Ltd.,"1,547"
Sai Silks (Kalamandir) Ltd.,"1,537"
Dolphin Offshore Enterprises (India) Ltd.,"1,536"
Ramco Systems Ltd.,"1,534"
Rane Holdings Ltd.,"1,521"
Shalby Ltd.,"1,520"
Landmark Cars Ltd.,"1,519"
SBC Exports Ltd.,"1,518"
All Time Plastics Ltd.,"1,516"
Windlas Biotech Ltd.,"1,515"
EPack Prefab Technologies Ltd.,"1,513"
Mahamaya Steel Industries Ltd.,"1,512"
Garuda Construction and Engineering Ltd.,"1,509"
Rishabh Instruments Ltd.,"1,506"
Sportking India Ltd.,"1,506"
Sanstar Ltd.,"1,503"
Amrutanjan Health Care Ltd.,"1,498"
Talbros Automotive Components Ltd.,"1,491"
Rico Auto Industries Ltd.,"1,486"
NIBE Ltd.,"1,463"
Delta Corp Ltd.,"1,460"
Ugro Capital Ltd.,"1,458"
Go Fashion (India) Ltd.,"1,449"
Dollar Industries Ltd.,"1,442"
One Mobikwik Systems Ltd.,"1,438"
D-Link (India) Ltd.,"1,437"
BF Investment Ltd.,"1,425"
Racl Geartech Ltd.,"1,422"
Associated Alcohols & Breweries Ltd.,"1,410"
Solarworld Energy Solutions Ltd.,"1,403"
Jindal Drilling & Industries Ltd.,"1,390"
Indo Tech Transformers Ltd.,"1,379"
SMC Global Securities Ltd.,"1,373"
NGL Fine - Chem Ltd.,"1,372"
Suryoday Small Finance Bank Ltd.,"1,371"
Vidhi Specialty Food Ingredients Ltd.,"1,367"
5Paisa Capital Ltd.,"1,367"
Shanti Gold International Ltd.,"1,361"
Simplex Infrastructures Ltd.,"1,360"
Wendt (India) Ltd.,"1,358"
Nelco Ltd.,"1,357"
Krishna Defence and Allied Industries Ltd.,"1,353"
GTL Infrastructure Ltd.,"1,345"
JNK India Ltd.,"1,344"
Jagran Prakashan Ltd.,"1,339"
InfoBeans Technologies Ltd.,"1,333"
Suraksha Diagnostic Ltd.,"1,329"
Dynamic Cables Ltd.,"1,329"
Laxmi Goldorna House Ltd.,"1,327"
J G Chemicals Ltd.,"1,327"
SPML Infra Ltd.,"1,324"
Omaxe Ltd.,"1,314"
GPT Infraprojects Ltd.,"1,313"
Sanghi Industries Ltd.,"1,312"
Stallion India Fluorochemicals Ltd.,"1,311"
Sula Vineyards Ltd.,"1,311"
Veranda Learning Solutions Ltd.,"1,305"
Aurum Proptech Ltd.,"1,298"
Magellanic Cloud Ltd.,"1,290"
Motisons Jewellers Ltd.,"1,288"
BLS E-Services Ltd.,"1,287"
Asian Energy Services Ltd.,"1,284"
Gandhar Oil Refinery (India) Ltd.,"1,284"
Arfin India Ltd.,"1,284"
Navkar Corporation Ltd.,"1,283"
Southern Petrochemicals Industries Corporation Ltd.,"1,283"
Punjab Chemicals and Crop Protection Ltd.,"1,280"
Dolat Algotech Ltd.,"1,280"
Vindhya Telelinks Ltd.,"1,279"
Fino Payments Bank Ltd.,"1,276"
Astec Lifesciences Ltd.,"1,275"
TIL Ltd.,"1,274"
Jindal Poly Investment & Finance Company Ltd.,"1,273"
Signpost India Ltd.,"1,271"
Asian Hotels (North) Ltd.,"1,257"
Den Networks Ltd.,"1,255"
PNB Gilts Ltd.,"1,253"
Antony Waste Handling Cell Ltd.,"1,253"
ICE Make Refrigeration Ltd.,"1,251"
India Motor Parts & Accessories Ltd.,"1,250"
Exicom Tele-Systems Ltd.,"1,248"
Ind-Swift Laboratories Ltd.,"1,245"
Jyoti Structures Ltd.,"1,241"
Huhtamaki India Ltd.,"1,239"
Confidence Petroleum India Ltd.,"1,237"
Orient Technologies Ltd.,"1,236"
Hester Biosciences Ltd.,"1,223"
Andhra Paper Ltd.,"1,218"
Salasar Techno Engineering Ltd.,"1,218"
Jagsonpal Pharmaceuticals Ltd.,"1,217"
ESAF Small Finance Bank Ltd.,"1,210"
DCW Ltd.,"1,206"
Quadrant Future Tek Ltd.,"1,205"
HMA Agro Industries Ltd.,"1,201"
GOCL Corporation Ltd.,"1,199"
Jindal Photo Ltd.,"1,197"
Lincoln Pharmaceuticals Ltd.,"1,196"
Sakar Healthcare Ltd.,"1,188"
Raj Rayon Industries Ltd.,"1,184"
Everest Kanto Cylinder Ltd.,"1,183"
Shriram Properties Ltd.,"1,180"
TTK Healthcare Ltd.,"1,177"
Apex Frozen Foods Ltd.,"1,176"
Venus Remedies Ltd.,"1,176"
Chaman Lal Setia Exports Ltd.,"1,167"
Atul Auto Ltd.,"1,167"
PNGS Reva Diamond Jewellery Ltd.,"1,165"
Manaksia Coated Metals & Industries Ltd.,"1,160"
Alldigi Tech Ltd.,"1,156"
Precision Camshafts Ltd.,"1,154"
Butterfly Gandhimathi Appliances Ltd.,"1,154"
Kross Ltd.,"1,150"
Bharat Wire Ropes Ltd.,"1,149"
Vidya Wires Ltd.,"1,149"
Tinna Rubber and Infrastructure Ltd.,"1,143"
Beta Drugs Ltd.,"1,142"
I G Petrochemicals Ltd.,"1,142"
One Point One Solutions Ltd.,"1,142"
Dynacons Systems & Solutions Ltd.,"1,140"
Genesys International Corporation Ltd.,"1,139"
Le Merite Exports Ltd.,"1,130"
Expleo Solutions Ltd.,"1,130"
The Hi-Tech Gears Ltd.,"1,127"
B L Kashyap & Sons Ltd.,"1,126"
Platinum Industries Ltd.,"1,124"
Meghmani Organics Ltd.,"1,119"
Unitech Ltd.,"1,117"
Texmaco Infrastructure & Holdings Ltd.,"1,117"
Syncom Formulation (India) Ltd.,"1,116"
AYM Syntex Ltd.,"1,114"
Orient Green Power Company Ltd.,"1,110"
Digitide Solutions Ltd.,"1,107"
Excel Industries Ltd.,"1,098"
AB Infrabuild Ltd.,"1,091"
Capital Small Finance Bank Ltd.,"1,090"
Centrum Capital Ltd.,"1,085"
Alicon Castalloy Ltd.,"1,077"
Jaro Institute of Technology Management and Research Ltd.,"1,075"
IZMO Ltd.,"1,073"
Roto Pumps Ltd.,"1,072"
R M Drip and Sprinklers Systems Ltd.,"1,070"
Paramount Communications Ltd.,"1,066"
Nelcast Ltd.,"1,064"
Reliance Industrial InfraStructure Ltd.,"1,061"
Monte Carlo Fashions Ltd.,"1,060"
Oricon Enterprises Ltd.,"1,055"
IFGL Refractories Ltd.,"1,055"
Balaji Telefilms Ltd.,"1,049"
Solex Energy Ltd.,"1,038"
Renaissance Global Ltd.,"1,031"
Bajaj Healthcare Ltd.,"1,024"
Abans Financial Services Ltd.,"1,023"
Faze Three Ltd.,"1,019"
Unicommerce eSolutions Ltd.,"1,017"
Paushak Ltd.,"1,015"
Walchandnagar Industries Ltd.,"1,015"
GPT Healthcare Ltd.,"1,013"
Himatsingka Seide Ltd.,"1,007"
Vardhman Holdings Ltd.,"1,003"
Rajoo Engineers Ltd.,"1,003"
Control Print Ltd.,"1,002"
Bharat Seats Ltd.,999
Madras Fertilizers Ltd.,996
Gandhi Special Tubes Ltd.,995
Salzer Electronics Ltd.,988
Rupa & Company Ltd.,988
Shree Pushkar Chemicals & Fertilisers Ltd.,988
Tarsons Products Ltd.,987
Gulshan Polyols Ltd.,986
Igarashi Motors India Ltd.,986
Gala Precision Engineering Ltd.,985
Capital India Finance Ltd.,984
Borana Weaves Ltd.,979
Prime Securities Ltd.,975
GRP Ltd.,972
Tembo Global Industries Ltd.,972
Ratnaveer Precision Engineering Ltd.,970
Rajputana Stainless Ltd.,968
Laxmi Dental Ltd.,967
Suraj Estate Developers Ltd.,964
Hariom Pipe Industries Ltd.,958
Diffusion Engineers Ltd.,956
Bhartiya International Ltd.,952
Wealth First Portfolio Managers Ltd.,951
Finkurve Financial Services Ltd.,950
Borosil Scientific Ltd.,949
Updater Services Ltd.,947
Andhra Sugars Ltd.,947
Viceroy Hotels Ltd.,946
Arihant Superstructures Ltd.,945
Yuken India Ltd.,940
