,
Company,Market Cap (Cr)
Jay Bharat Maruti Ltd.,940
Western Carriers (India) Ltd.,938
Steel Exchange India Ltd.,938
MIRC Electronics Ltd.,937
BirlaNu Ltd.,934
Mamata Machinery Ltd.,932
GKW Ltd.,931
SRM Contractors Ltd.,925
IKIO Technologies Ltd.,922
STL Networks Ltd.,922
Century Enka Ltd.,917
Tamil Nadu Newsprint And Papers Ltd.,914
AVT Natural Products Ltd.,911
DAM Capital Advisors Ltd.,911
Deccan Cements Ltd.,910
Ester Industries Ltd.,906
Dhanlaxmi Bank Ltd.,905
Crest Ventures Ltd.,905
SEPC Ltd.,900
United Foodbrands Ltd.,900
Creative Newtech Ltd.,898
Sastasundar Ventures Ltd.,896
Shree Digvijay Cement Company Ltd.,892
AB Cotspin India Ltd.,892
Excelsoft Technologies Ltd.,892
Royal Orchid Hotels Ltd.,891
Hexa Tradex Ltd.,889
Matrimony.com Ltd.,886
Hardwyn India Ltd.,885
Gem Aromatics Ltd.,883
Eimco Elecon (India) Ltd.,883
Tribhovandas Bhimji Zaveri Ltd.,875
Wanbury Ltd.,873
Rama Steel Tubes Ltd.,872
Avadh Sugar & Energy Ltd.,872
Kapston Services Ltd.,866
Systematix Corporate Services Ltd.,858
Macpower CNC Machines Ltd.,858
Swelect Energy Systems Ltd.,852
Arisinfra Solutions Ltd.,851
Master Trust Ltd.,847
Aeroflex Enterprises Ltd.,846
Kellton Tech Solutions Ltd.,845
NIIT Ltd.,843
SKM Egg Products Export (India) Ltd.,841
Stanley Lifestyles Ltd.,841
Zuari Agro Chemicals Ltd.,839
Bombay Super Hybrid Seeds Ltd.,839
IRM Energy Ltd.,837
Maan Aluminium Ltd.,837
JITF Infralogistics Ltd.,835
STEL Holdings Ltd.,834
Oriental Aromatics Ltd.,833
Indo Rama Synthetics (India) Ltd.,833
Amines & Plasticizers Ltd.,830
Advent Hotels International Ltd.,824
Dharmaj Crop Guard Ltd.,824
Om Infra Ltd.,822
Gujarat Kidney and Super Speciality Ltd.,822
Dhampur Sugar Mills Ltd.,820
BCL Industries Ltd.,816
Uttam Sugar Mills Ltd.,808
Quick Heal Technologies Ltd.,806
New Delhi Television Ltd.,803
Eldeco Housing & Industries Ltd.,802
Kokuyo Camlin Ltd.,798
Manali Petrochemicals Ltd.,796
Electrotherm (India) Ltd.,796
Suyog Telematics Ltd.,793
Allcargo Logistics Ltd.,792
MIC Electronics Ltd.,790
Indo Borax & Chemicals Ltd.,787
Krystal Integrated Services Ltd.,787
NCL Industries Ltd.,785
Mangalam Worldwide Ltd.,784
India Power Corporation Ltd.,780
GIC Housing Finance Ltd.,778
Synergy Green Industries Ltd.,777
VLS Finance Ltd.,768
DCM Shriram International Ltd.,768
Anuh Pharma Ltd.,761
Prostarm Info Systems Ltd.,760
Sree Rayalaseema Hi-Strength Hypo Ltd.,759
Dhunseri Ventures Ltd.,758
Max India Ltd.,756
Tamilnadu Petroproducts Ltd.,752
Indef Manufacturing Ltd.,751
Krishival Foods Ltd.,751
Arihant Capital Markets Ltd.,751
R&B Denims Ltd.,750
Munjal Auto Industries Ltd.,750
Scoda Tubes Ltd.,749
Kabra Extrusion Technik Ltd.,748
Regaal Resources Ltd.,745
Vascon Engineers Ltd.,740
Nahar Spinning Mills Ltd.,739
Gretex Corporate Services Ltd.,738
Sigachi Industries Ltd.,738
TVS Electronics Ltd.,737
Sudarshan Colorants India Ltd.,731
Ambika Cotton Mills Ltd.,730
Innovana Thinklabs Ltd.,727
GHCL Textiles Ltd.,723
Dwarikesh Sugar Industries Ltd.,723
Consolidated Finvest & Holdings Ltd.,718
Valiant Organics Ltd.,717
Bodal Chemicals Ltd.,717
Bigbloc Construction Ltd.,716
IFB Agro Industries Ltd.,715
Manoj Vaibhav Gems N Jewellers Ltd.,713
Kuantum Papers Ltd.,709
Heranba Industries Ltd.,707
N R Agarwal Industries Ltd.,706
Sandesh Ltd.,701
Themis Medicare Ltd.,700
BEML Land Assets Ltd.,696
Sarla Performance Fibers Ltd.,696
Zuari Industries Ltd.,694
Bluspring Enterprises Ltd.,694
Ecos (India) Mobility & Hospitality Ltd.,692
Ganesh Consumer Products Ltd.,691
Prozone Realty Ltd.,687
Pudumjee Paper Products Ltd.,686
Radhika Jeweltech Ltd.,686
Ruby Mills Ltd.,683
Fairchem Organics Ltd.,682
Ksolves India Ltd.,672
Consolidated Construction Consortium Ltd.,669
Saurashtra Cements Ltd.,665
Menon Bearings Ltd.,664
Automotive Stampings and Assemblies Ltd.,664
Uniphos Enterprises Ltd.,661
State Trading Corporation Of India Ltd.,660
GTPL Hathway Ltd.,660
PVP Ventures Ltd.,659
Sterling Tools Ltd.,656
Mallcom (India) Ltd.,656
Denta Water and Infra Solutions Ltd.,654
Indo Amines Ltd.,653
Dhampur Bio Organics Ltd.,652
Fabtech Technologies Ltd.,652
Aditya Birla Money Ltd.,648
Premier Polyfilm Ltd.,648
Mangal Electrical Industries Ltd.,646
Kothari Petrochemicals Ltd.,645
Mukka Proteins Ltd.,644
RSWM Ltd.,637
Xchanging Solutions Ltd.,633
Advance Agrolife Ltd.,631
Vakrangee Ltd.,630
Bhageria Industries Ltd.,628
Shree Vasu Logistics Ltd.,626
United Polyfab Gujarat Ltd.,625
Popular Vehicles and Services Ltd.,623
Magadh Sugar & Energy Ltd.,623
Tirupati Forge Ltd.,619
Agarwal Industrial Corporation Ltd.,618
Shree Rama Multi-Tech Ltd.,617
TV Today Network Ltd.,615
Commercial Syn Bags Ltd.,614
Modis Navnirman Ltd.,613
Indo Farm Equipment Ltd.,610
Linc Ltd.,605
Anlon Healthcare Ltd.,604
Allcargo Terminals Ltd.,604
Gujarat Apollo Industries Ltd.,602
Satia Industries Ltd.,601
Precot Ltd.,599
Kamdhenu Ltd.,597
Transindia Real Estate Ltd.,597
Nahar Poly Films Ltd.,596
Jaiprakash Associates Ltd.,594
Arrow Greentech Ltd.,592
Elin Electronics Ltd.,590
Allied Digital Services Ltd.,587
Snowman Logistics Ltd.,585
Manba Finance Ltd.,585
South West Pinnacle Exploration Ltd.,582
Emkay Global Financial Services Ltd.,581
Concord Enviro Systems Ltd.,581
Gloster Ltd.,580
Kopran Ltd.,577
Gaudium IVF And Women Health Ltd.,576
Cheviot Company Ltd.,575
Euro India Fresh Foods Ltd.,575
Oswal Agro Mills Ltd.,571
Mindteck (India) Ltd.,570
Hindustan Composites Ltd.,569
Sejal Glass Ltd.,567
IRIS Clothings Ltd.,566
Patel Retail Ltd.,566
CSL Finance Ltd.,564
Take Solutions Ltd.,564
Likhitha Infrastructure Ltd.,562
Kilitch Drugs(I) Ltd.,559
Davangere Sugar Company Ltd.,558
Ritco Logistics Ltd.,558
Kirloskar Electric Company Ltd.,555
Pyramid Technoplast Ltd.,554
MMP Industries Ltd.,549
DMCC Speciality Chemicals Ltd.,547
Ganesh Benzoplast Ltd.,547
Chemcon Speciality Chemicals Ltd.,547
Onward Technologies Ltd.,546
Nintec Systems Ltd.,543
GeeCee Ventures Ltd.,540
Kamat Hotels (India) Ltd.,537
20 Microns Ltd.,536
Repro India Ltd.,535
SAL Steel Ltd.,529
W S Industries (India) Ltd.,526
S Chand & Company Ltd.,525
OnMobile Global Ltd.,522
Everest Industries Ltd.,520
Chemfab Alkalis Ltd.,519
Sical Logistics Ltd.,519
The Investment Trust of India Ltd.,518
Peninsula Land Ltd.,518
Global Education Ltd.,513
Panache Digilife Ltd.,512
Pansari Developers Ltd.,512
BMW Ventures Ltd.,511
Coffee Day Enterprises Ltd.,510
Jayant Agro Organics Ltd.,510
NBI Industrial Finance Company Ltd.,510
Globe International Carriers Ltd.,509
Nila Spaces Ltd.,508
Best Agrolife Ltd.,508
Universus Photo Imagings Ltd.,508
Urja Global Ltd.,508
Sukhjit Starch & Chemicals Ltd.,507
Entertainment Network (India) Ltd.,506
Visaka Industries Ltd.,503
PTL Enterprises Ltd.,503
Essar Shipping Ltd.,502
Andhra Cements Ltd.,500
Dhunseri Investments Ltd.,499
Shree Rama Newsprint Ltd.,495
Credo Brands Marketing Ltd.,493
Khaitan Chemicals & Fertilizers Ltd.,489
GFL Ltd.,489
IRIS RegTech Solutions Ltd.,487
HT Media Ltd.,485
Sutlej Textiles & Industries Ltd.,484
Munjal Showa Ltd.,484
Advani Hotels & Resorts (India) Ltd.,481
TPL Plastech Ltd.,481
Vishnu Prakash R Punglia Ltd.,476
HLV Ltd.,469
Hindustan Media Ventures Ltd.,469
Zee Media Corporation Ltd.,468
Bhagyanagar India Ltd.,468
Rushil Decor Ltd.,467
Orient Ceratech Ltd.,467
DIC India Ltd.,465
Welspun Investments & Commercials Ltd.,464
Speciality Restaurants Ltd.,462
Subex Ltd.,461
Aptech Ltd.,461
Prakash Pipes Ltd.,460
RBZ Jewellers Ltd.,460
Suraj Ltd.,455
Singer India Ltd.,451
Suratwwala Business Group Ltd.,450
Focus Lighting and Fixtures Ltd.,449
Tara Chand InfraLogistic Solutions Ltd.,449
OCCL Ltd.,449
International Conveyors Ltd.,447
Donear Industries Ltd.,447
KN Agri Resources Ltd.,444
Primo Chemicals Ltd.,442
Kanpur Plastipack Ltd.,441
Aries Agro Ltd.,439
R K Swamy Ltd.,439
Sreeleathers Ltd.,438
Kaya Ltd.,436
Ugar Sugar Works Ltd.,436
Moneyboxx Finance Ltd.,434
Sadhana Nitro Chem Ltd.,433
SIL Investments Ltd.,432
Gokul Refoils & Solvent Ltd.,432
Artemis Electricals and Projects Ltd.,429
Liberty Shoes Ltd.,429
Mirza International Ltd.,428
Laxmi India Finance Ltd.,427
Shiv Aum Steels Ltd.,424
Shah Metacorp Ltd.,424
Sigma Solve Ltd.,423
Dish TV India Ltd.,420
Tera Software Ltd.,418
GVK Power & Infrastructure Ltd.,417
Emami Paper Mills Ltd.,417
Kronox Lab Sciences Ltd.,416
S & S Power Switchgear Ltd.,413
Orient Bell Ltd.,410
Lokesh Machines Ltd.,406
Glottis Ltd.,404
Pasupati Acrylon Ltd.,403
Rama Phosphates Ltd.,402
DiGiSPICE Technologies Ltd.,402
Orbit Exports Ltd.,402
DC Infotech and Communication Ltd.,402
Modison Ltd.,401
SRG Housing Finance Ltd.,401
Tolins Tyres Ltd.,394
Birla Cable Ltd.,394
Foods & Inns Ltd.,393
HCL Infosystems Ltd.,393
Kriti Industries (India) Ltd.,393
Nahar Industrial Enterprises Ltd.,392
NDL Ventures Ltd.,389
Modi Naturals Ltd.,389
Banswara Syntex Ltd.,388
Sarveshwar Foods Ltd.,388
De Nora India Ltd.,387
Visa Steel Ltd.,387
Trejhara Solutions Ltd.,387
Shalimar Paints Ltd.,385
Sinclairs Hotels Ltd.,384
Shivalik Rasayan Ltd.,384
Albert David Ltd.,383
Kothari Products Ltd.,383
Haleos Labs Ltd.,381
Radiant Cash Management Services Ltd.,381
Twamev Construction and Infrastructure Ltd.,380
Kotyark Industries Ltd.,380
Zodiac Energy Ltd.,380
Dreamfolks Services Ltd.,379
Pakka Ltd.,379
Thomas Scott (India) Ltd.,377
Manomay Tex India Ltd.,376
Nahar Capital & Financial Services Ltd.,374
Vraj Iron & Steel Ltd.,370
McLeod Russel (India) Ltd.,369
SoftTech Engineers Ltd.,368
Akme Fintrade (India) Ltd.,367
Euro Panel Products Ltd.,364
Indogulf Cropsciences Ltd.,363
Medicamen Biotech Ltd.,361
Zim Laboratories Ltd.,358
Bella Casa Fashion & Retail Ltd.,358
Bedmutha Industries Ltd.,358
Avonmore Capital & Management Services Ltd.,358
Mazda Ltd.,357
Vardhman Polytex Ltd.,353
Vinyl Chemicals (I) Ltd.,353
Mold-Tek Technologies Ltd.,353
Manaksia Steels Ltd.,352
Nupur Recyclers Ltd.,352
Highway Infrastructure Ltd.,348
Plastiblends India Ltd.,348
Cybertech Systems & Software Ltd.,347
Chembond Chemicals Ltd.,347
B&B Triplewall Containers Ltd.,347
Tracxn Technologies Ltd.,346
Dev Accelerator Ltd.,345
Mangalam Global Enterprise Ltd.,343
Orient Paper & Industries Ltd.,343
Mangalam Organics Ltd.,343
RPP Infra Projects Ltd.,342
Lords Chloro Alkali Ltd.,342
Anjani Portland Cement Ltd.,342
Markolines Pavement Technologies Ltd.,340
Axita Cotton Ltd.,339
Rubfila International Ltd.,337
Manaksia Ltd.,334
MBL Infrastructure Ltd.,331
Nandan Denim Ltd.,330
Muthoot Capital Services Ltd.,327
Kriti Nutrients Ltd.,323
Harrisons Malayalam Ltd.,323
Mahindra EPC Irrigation Ltd.,322
Sheetal Cool Products Ltd.,320
United Drilling Tools Ltd.,320
Deepak Builders & Engineers India Ltd.,318
Halder Venture Ltd.,317
Ginni Filaments Ltd.,317
Valiant Laboratories Ltd.,316
Medico Remedies Ltd.,314
Soma Textiles & Industries Ltd.,314
Mawana Sugars Ltd.,312
Inspirisys Solutions Ltd.,309
Career Point Edutech Ltd.,308
IL&FS Engineering & Construction Company Ltd.,308
Exxaro Tiles Ltd.,305
DCM Shriram Industries Ltd.,305
Varvee Global Ltd.,304
Remsons Industries Ltd.,303
Ruchira Papers Ltd.,303
Atlantaa Ltd,303
Industrial Investment Trust Ltd.,301
Robust Hotels Ltd.,299
Coastal Corporation Ltd.,298
Aarti Surfactants Ltd.,296
Brand Concepts Ltd.,296
Transworld Shipping Lines Ltd.,296
Parsvnath Developers Ltd.,296
Shankar Lal Rampal Dye-Chem Ltd.,295
Aaron Industries Ltd.,293
Cineline India Ltd.,293
Genus Paper & Boards Ltd.,291
HP Adhesives Ltd.,289
Atal Realtech Ltd.,289
Bafna Pharmaceuticals Ltd.,289
A2Z Infra Engineering Ltd.,285
PPAP Automotive Ltd.,284
Apollo Sindoori Hotels Ltd.,284
Goa Carbon Ltd.,284
Nila Infrastructures Ltd.,282
Megastar Foods Ltd.,282
Kanoria Chemicals & Industries Ltd.,281
3i Infotech Ltd.,280
Dynemic Products Ltd.,277
Modi Rubber Ltd.,276
DJ Mediaprint & Logistics Ltd.,275
Tiger Logistics (India) Ltd.,272
Ashima Ltd.,271
KCP Sugar & Industries Corporation Ltd.,269
Nath Bio-Genes (India) Ltd.,268
Shankara Building Products Ltd.,268
Shradha Realty Ltd.,267
Spencers Retail Ltd.,266
Vardhman Acrylics Ltd.,265
Shemaroo Entertainment Ltd.,264
AVG Logistics Ltd.,263
Asian Hotels (East) Ltd.,263
Sahyadri Industries Ltd.,263
Kesoram Industries Ltd.,261
Autoline Industries Ltd.,260
Emami Realty Ltd.,259
The United Nilgiri Tea Estates Company Ltd.,258
Naga Dhunseri Group Ltd.,257
TRF Ltd.,256
Globe Civil Projects Ltd.,256
Bartronics India Ltd.,255
Pavna Industries Ltd.,254
The Peria Karamalai Tea & Produce Company Ltd.,254
Nectar Lifesciences Ltd.,253
U Y Fincorp Ltd.,253
Reliance Communications Ltd.,252
Starteck Finance Ltd.,251
CL Educate Ltd.,251
Jay Shree Tea & Industries Ltd.,250
Global Surfaces Ltd.,249
Generic Engineering Construction and Projects Ltd.,249
FCS Software Solutions Ltd.,248
Delphi World Money Ltd.,247
UFO Moviez India Ltd.,246
Almondz Global Securities Ltd.,245
Asahi Songwon Colors Ltd.,244
Nureca Ltd.,244
Vikas Lifecare Ltd.,243
Team India Guaranty Ltd.,242
Om Freight Forwarders Ltd.,242
T T Ltd.,240
Nagarjuna Fertilizers and Chemicals Ltd.,240
Surana Telecom and Power Ltd.,237
BPL Ltd.,236
Sakuma Exports Ltd.,234
KM Sugar Mills Ltd.,233
Nova Agritech Ltd.,232
Poddar Pigments Ltd.,232
Ponni Sugars (Erode) Ltd.,231
Saraswati Saree Depot Ltd.,230
Global Vectra Helicorp Ltd.,230
Hitech Corporation Ltd.,229
Univastu India Ltd.,229
Indo National Ltd.,226
Spacenet Enterprises India Ltd.,225
D P Wires Ltd.,224
Lotus Eye Hospital and Institute Ltd.,222
Sonam Ltd.,221
Sundaram Brake Lining Ltd.,220
Vibhor Steel Tubes Ltd.,220
Geekay Wires Ltd.,219
IL&FS Investment Managers Ltd.,219
Sumit Woods Ltd.,219
Nitiraj Engineers Ltd.,218
Sintercom India Ltd.,218
Oil Country Tubular Ltd.,218
Shivam Autotech Ltd.,217
Ravinder Heights Ltd.,216
UCAL Ltd.,216
Diamines & Chemicals Ltd.,216
Indo US Bio-Tech Ltd.,215
Setco Automotive Ltd.,214
Omax Autos Ltd.,214
DCM Nouvelle Ltd.,212
Country Club Hospitality & Holidays Ltd.,211
Alankit Ltd.,210
Star Paper Mills Ltd.,208
Worth Peripherals Ltd.,206
Shreyans Industries Ltd.,206
Kalyani Forge Ltd.,206
Shree Tirupati Balajee Agro Trading Company Ltd.,206
VMS TMT Ltd.,205
Sikko Industries Ltd.,205
AION-TECH Solutions Ltd.,205
Silgo Retail Ltd.,205
Power and Instrumentation (Gujarat) Ltd.,204
Intense Technologies Ltd.,204
Supreme Holdings & Hospitality (India) Ltd.,203
Shree Ram Twistex Ltd.,202
Pritika Auto Industries Ltd.,199
Cords Cable Industries Ltd.,198
Lyka Labs Ltd.,198
Jinkushal Industries Ltd.,197
Revathi Equipment India Ltd.,196
Kothari Sugars & Chemicals Ltd.,196
DRC Systems India Ltd.,195
DCM Shriram Fine Chemicals Ltd.,195
Aarey Drugs & Pharmaceuticals Ltd.,194
Raj Television Network Ltd.,194
Elgi Rubber Company Ltd.,194
Aarvi Encon Ltd.,192
Airan Ltd.,190
Zodiac Clothing Company Ltd.,187
Equippp Social Impact Technologies Ltd.,186
Virinchi Ltd.,185
M K Proteins Ltd.,185
Jullundur Motor Agency (Delhi) Ltd.,185
Veto Switchgears & Cables Ltd.,183
Music Broadcast Ltd.,182
Shiva Texyarn Ltd.,180
Pil Italica Lifestyle Ltd.,180
Murudeshwar Ceramics Ltd.,180
Rana Sugars Ltd.,179
Race Eco Chain Ltd.,179
Rossell India Ltd.,177
Vaswani Industries Ltd.,177
Chembond Material Technologies Ltd.,176
Vikas Ecotech Ltd.,176
Tainwala Chemicals & Plastics (India) Ltd.,176
The Byke Hospitality Ltd.,175
Aeroflex Neu Ltd.,175
Sakthi Sugars Ltd.,175
Gillanders Arbuthnot & Company Ltd.,173
Mahalaxmi Rubtech Ltd.,172
Zee Learn Ltd.,171
Madhav Copper Ltd.,170
Avro India Ltd.,170
Supreme Infrastructure India Ltd.,170
Khadim India Ltd.,169
Manaksia Aluminium Company Ltd.,169
Maral Overseas Ltd.,168
Baid Finserv Ltd.,168
Affordable Robotic & Automation Ltd.,166
Rudra Global Infra Products Ltd.,166
Aspinwall and Company Ltd.,165
Brooks Laboratories Ltd.,162
Bharat Road Network Ltd.,161
Dev Information Technology Ltd.,160
AMJ Land Holdings Ltd.,160
Superhouse Ltd.,160
Bannari Amman Spinning Mills Ltd.,160
VIP Clothing Ltd.,159
Arvee Laboratories (India) Ltd.,158
Kritika Wires Ltd.,157
Vipul Ltd.,157
CP Capital Ltd.,156
Niraj Cement Structurals Ltd.,156
Emmbi Industries Ltd.,154
Century Extrusions Ltd.,154
Incredible Industries Ltd.,153
Natural Capsules Ltd.,153
Umiya Buildcon Ltd.,153
Modern Threads (India) Ltd.,152
Trigyn Technologies Ltd.,151
Lancor Holdings Ltd.,151
Bharat Gears Ltd.,150
Filatex Fashions Ltd.,150
Plaza Wires Ltd.,149
Keynote Financial Services Ltd.,149
Aartech Solonics Ltd.,148
GP Petroleums Ltd.,147
Indian Terrain Fashions Ltd.,146
Indowind Energy Ltd.,145
Excel Realty N Infra Ltd.,145
AksharChem (India) Ltd.,145
Uravi Defence and Technology Ltd.,142
Sampann Utpadan India Ltd.,141
Xelpmoc Design and Tech Ltd.,141
Indbank Merchant Banking Services Ltd.,141
Ishan Dyes and Chemicals Ltd.,140
Salona Cotspin Ltd.,140
Tarmat Ltd.,140
Archidply Industries Ltd.,139
IVP Ltd.,138
Norben Tea & Exports Ltd.,138
Crown Lifters Ltd.,138
Tips Films Ltd.,138
Prajay Engineers Syndicate Ltd.,137
GVP Infotech Ltd.,137
Dhunseri Tea & Industries Ltd.,137
Digicontent Ltd.,136
Integra Essentia Ltd.,136
Ausom Enterprise Ltd.,135
Airo Lam Ltd.,134
Kamdhenu Ventures Ltd.,132
North Eastern Carrying Corporation Ltd.,132
Rudrabhishek Enterprises Ltd.,131
Signet Industries Ltd.,129
Alpa Laboratories Ltd.,129
Cubex Tubings Ltd.,129
Hindprakash Industries Ltd.,128
Maheshwari Logistics Ltd.,128
Coral India Finance and Housing Ltd.,128
Udayshivakumar Infra Ltd.,127
Lorenzini Apparels Ltd.,127
Sadbhav Engineering Ltd.,127
Kavveri Defence & Wireless Technologies Ltd.,126
BSL Ltd.,126
Reliable Data Services Ltd.,126
The Western India Plywood Ltd.,125
Magnum Ventures Ltd.,125
Steel City Securities Ltd.,123
VL E-Governance & IT Solutions Ltd.,123
Bodhi Tree Multimedia Ltd.,122
AAA Technologies Ltd.,121
Texmo Pipes & Products Ltd.,121
Narmada Agrobase Ltd.,121
Ruchi Infrastructure Ltd.,120
Alphageo (India) Ltd.,120
Somi Conveyor Beltings Ltd.,119
Smartlink Holdings Ltd.,119
Orissa Bengal Carrier Ltd.,118
Praxis Home Retail Ltd.,118
Weizmann Ltd.,118
Rajshree Polypack Ltd.,117
HEC Infra Projects Ltd.,116
SecMark Consultancy Ltd.,116
Shah Alloys Ltd.,115
Regency Ceramics Ltd.,115
DCM Ltd.,114
Latteys Industries Ltd.,114
Lagnam Spintex Ltd.,114
Ganges Securities Ltd.,113
Shreeoswal Seeds and Chemicals Ltd.,112
The Indian Card Clothing Company Ltd.,111
Anik Industries Ltd.,111
Surana Solar Ltd.,111
Bhandari Hosiery Exports Ltd.,111
Globe Enterprises (India) Ltd.,109
Bal Pharma Ltd.,109
Vishwaraj Sugar Industries Ltd.,109
Aarnav Fashions Ltd.,109
Intrasoft Technologies Ltd.,109
Sambhaav Media Ltd.,109
The Grob Tea Company Ltd.,108
Par Drugs & Chemicals Ltd.,108
Inventure Growth & Securities Ltd.,106
Compucom Software Ltd.,105
Fiberweb (India) Ltd.,104
Krebs Biochemicals & Industries Ltd.,103
GTL Ltd.,102
Suryalakshmi Cotton Mills Ltd.,101
Lambodhara Textiles Ltd.,100
Balaxi Pharmaceuticals Ltd.,100
Navkar Urbanstructure Ltd.,99
Zenith Exports Ltd.,98
Rajnandini Metal Ltd.,98
Jocil Ltd.,98
Lovable Lingerie Ltd.,98
Hindcon Chemicals Ltd.,97
Mukta Arts Ltd.,97
Loyal Textiles Mills Ltd.,96
Shyam Century Ferrous Ltd.,96
Ducon Infratechnologies Ltd.,95
SEL Manufacturing Company Ltd.,94
Sadbhav Infrastructure Project Ltd.,93
Rajshree Sugars & Chemicals Ltd.,93
Vital Chemtech Ltd.,93
Beardsell Ltd.,93
Aakash Exploration Services Ltd.,92
Sarthak Metals Ltd.,92
MITCON Consultancy & Engineering Services Ltd.,91
DB (International) Stock Brokers Ltd.,90
Standard Industries Ltd.,90
RKEC Projects Ltd.,90
BLB Ltd.,89
Osia Hyper Retail Ltd.,88
BAG Films & Media Ltd.,88
Palash Securities Ltd.,88
Moksh Ornaments Ltd.,88
Cinevista Ltd.,88
Semac Construction Ltd.,87
ART Nirman Ltd.,87
Goyal Aluminiums Ltd.,86
Maha Rashtra Apex Corporation Ltd.,85
Reliance Chemotex Industries Ltd.,85
LCC Infotech Ltd.,84
Kohinoor Foods Ltd.,84
Total Transport Systems Ltd.,84
Touchwood Entertainment Ltd.,83
Jet Freight Logistics Ltd.,83
Barak Valley Cements Ltd.,82
Hilton Metal Forging Ltd.,82
Motor & General Finance Ltd.,80
Landmark Property Development Company Ltd.,80
Vaishali Pharma Ltd.,79
Digjam Ltd.,79
Digidrive Distributors Ltd.,78
Dharan Infra-Epc Ltd.,78
Paras Petrofils Ltd.,78
SPL Industries Ltd.,78
Kakatiya Cement Sugar & Industries Ltd.,78
Aksh Optifibre Ltd.,77
Hisar Metal Industries Ltd.,77
Pioneer Embroideries Ltd.,76
Ajooni Biotech Ltd.,76
TruCap Finance Ltd.,75
Uma Exports Ltd.,73
Securekloud Technologies Ltd.,73
AMD Industries Ltd.,73
Prakash Steelage Ltd.,73
RS Software (India) Ltd.,73
Banaras Beads Ltd.,72
Zenith Steel Pipes & Industries Ltd.,72
Transwarranty Finance Ltd.,72
Odigma Consultancy Solutions Ltd.,71
Tokyo Plast International Ltd.,71
Energy Development Company Ltd.,71
IL&FS Transportation Networks Ltd.,71
NRB Industrial Bearings Ltd.,70
Orchasp Ltd.,69
Nagreeka Exports Ltd.,69
Atam Valves Ltd.,69
JHS Svendgaard Laboratories Ltd.,68
Patel Integrated Logistics Ltd.,68
KSR Footwear Ltd.,66
Raj Oil Mills Ltd.,66
Agro Phos India Ltd.,66
Nandani Creation Ltd.,66
Noida Toll Bridge Company Ltd.,65
Lexus Granito (India) Ltd.,63
Agri-Tech (India) Ltd.,62
Delta Manufacturing Ltd.,61
Orient Press Ltd.,60
Anmol India Ltd.,60
Accuracy Shipping Ltd.,59
Suvidhaa Infoserve Ltd.,59
HandsOn Global Management (HGM) Ltd.,59
Bonlon Industries Ltd.,59
3P Land Holdings Ltd.,58
Sundaram Multi Pap Ltd.,58
Alkali Metals Ltd.,58
ICDS Ltd.,57
Vineet Laboratories Ltd.,57
Dhruv Consultancy Services Ltd.,56
Onelife Capital Advisors Ltd.,56
Damodar Industries Ltd.,56
Atlas Cycles (Haryana) Ltd.,55
Vivimed Labs Ltd.,54
Banka Bioloo Ltd.,54
Malu Paper Mills Ltd.,53
Teamo Productions HQ Ltd.,53
Ansal Properties & Infrastructure Ltd.,53
Priti International Ltd.,52
GACM Technologies Ltd.,52
Cerebra Integrated Technologies Ltd.,52
Balkrishna Paper Mills Ltd.,51
Ahlada Engineers Ltd.,51
Tarapur Transformers Ltd.,51
Vinny Overseas Ltd.,50
Gayatri Highways Ltd.,50
Golden Tobacco Ltd.,49
Adroit Infotech Ltd.,49
Cambridge Technology Enterprises Ltd.,49
Aki India Ltd.,48
Biofil Chemicals & Pharmaceuticals Ltd.,48
Future Market Networks Ltd.,48
Bang Overseas Ltd.,47
Shiva Mills Ltd.,47
Mangalam Drugs and Organics Ltd.,47
Archies Ltd.,47
Hybrid Financial Services Ltd.,46
Mittal Life Style Ltd.,45
Khaitan (India) Ltd.,45
Ravi Kumar Distilleries Ltd.,45
Karma Energy Ltd.,45
Auri Grow India Ltd.,44
Celebrity Fashions Ltd.,44
Nakoda Group Of Industries Ltd.,44
Sanginita Chemicals Ltd.,43
We Win Ltd.,43
ABM International Ltd.,43
Dangee Dums Ltd.,42
Mask Investments Ltd.,41
Viji Finance Ltd.,41
Shekhawati Industries Ltd.,41
Tamilnadu Telecommunications Ltd.,41
Sagardeep Alloys Ltd.,41
Akash Infra-Projects Ltd.,41
Ambica Agarbathies & Aroma Industries Ltd.,41
Manugraph India Ltd.,40
Capital Trust Ltd.,40
N K Industries Ltd.,40
Diligent Media Corporation Ltd.,39
Oriental Trimex Ltd.,39
Ganga Forging Ltd.,38
Lakshmi Finance & Industrial Corporation Ltd.,38
Bohra Industries Ltd.,38
Prudential Sugar Corporation Ltd.,38
Archidply Decor Ltd.,38
Lasa Supergenerics Ltd.,37
Tree House Education & Accessories Ltd.,37
AGS Transact Technologies Ltd.,37
Ashoka Metcast Ltd.,36
Kshitij Polyline Ltd.,36
Palred Technologies Ltd.,36
Aro Granite Industries Ltd.,36
Next Mediaworks Ltd.,36
Blue Coast Hotels Ltd.,35
HB Stockholdings Ltd.,35
Twentyfirst Century Management Services Ltd.,35
AKG Exim Ltd.,34
California Software Company Ltd.,34
Mohit Industries Ltd.,33
Country Condo's Ltd.,33
SVP Global Textiles Ltd.,33
Akshar Spintex Ltd.,32
Rollatainers Ltd.,32
Madhucon Projects Ltd.,32
Madhav Marbles & Granites Ltd.,31
